Station Id;Date Timestamp [UTC];Date Txt [UTC]; Average Wind Speed [nds];Min Wind Speed [nds];Max Wind Speed [nds];Wind Direction [degree];Wind Direction [txt]
2;1652426874;2022-05-13 09:27;0;0;0;270;O;
2;1652426991;2022-05-13 09:29;0;0;0;270;O;
2;1652427105;2022-05-13 09:31;1;0;1;270;O;
2;1652427220;2022-05-13 09:33;0;0;0;270;O;
2;1652427335;2022-05-13 09:35;1;1;1;270;O;
2;1652427450;2022-05-13 09:37;0;0;0;270;O;
2;1652427564;2022-05-13 09:39;0;0;0;270;O;
2;1652427700;2022-05-13 09:41;4;0;5;270;O;
2;1652427813;2022-05-13 09:43;5;5;5;270;O;
2;1652427927;2022-05-13 09:45;5;5;5;270;O;
2;1652428046;2022-05-13 09:47;5;5;7;270;O;
2;1652428161;2022-05-13 09:49;5;5;7;270;O;
2;1652428275;2022-05-13 09:51;5;5;7;270;O;
2;1652428443;2022-05-13 09:54;5;4;7;270;O;
2;1652428558;2022-05-13 09:55;7;7;8;270;O;
2;1652428673;2022-05-13 09:57;7;7;8;270;O;
2;1652428787;2022-05-13 09:59;7;7;8;270;O;
2;1652428900;2022-05-13 10:01;7;7;7;270;O;
2;1652429016;2022-05-13 10:03;7;7;8;270;O;
2;1652429131;2022-05-13 10:05;7;5;7;270;O;
2;1652429244;2022-05-13 10:07;7;7;7;270;O;
2;1652429360;2022-05-13 10:09;7;5;7;270;O;
2;1652429513;2022-05-13 10:11;7;5;8;270;O;
2;1652429627;2022-05-13 10:13;7;7;8;270;O;
2;1652429744;2022-05-13 10:15;7;7;8;270;O;
2;1652429859;2022-05-13 10:17;8;7;8;270;O;
2;1652429974;2022-05-13 10:19;8;8;8;270;O;
2;1652430087;2022-05-13 10:21;7;7;8;270;O;
2;1652430201;2022-05-13 10:23;8;7;8;270;O;
2;1652430316;2022-05-13 10:25;7;7;8;270;O;
2;1652430480;2022-05-13 10:28;7;5;8;270;O;
2;1652430607;2022-05-13 10:30;7;7;8;270;O;
2;1652430722;2022-05-13 10:32;7;7;7;270;O;
2;1652430837;2022-05-13 10:33;7;5;8;270;O;
2;1652430950;2022-05-13 10:35;7;5;7;270;O;
2;1652431065;2022-05-13 10:37;7;5;7;270;O;
2;1652431179;2022-05-13 10:39;7;7;8;270;O;
2;1652431295;2022-05-13 10:41;7;5;7;270;O;
2;1652431409;2022-05-13 10:43;7;5;8;270;O;
2;1652431524;2022-05-13 10:45;8;7;8;270;O;
2;1652431642;2022-05-13 10:47;7;7;8;270;O;
2;1652431755;2022-05-13 10:49;7;5;8;270;O;
2;1652431919;2022-05-13 10:51;8;7;8;270;O;
2;1652432034;2022-05-13 10:53;8;7;8;270;O;
2;1652432303;2022-05-13 10:58;8;7;9;270;O;
2;1652432520;2022-05-13 11:02;8;7;9;270;O;
2;1652432632;2022-05-13 11:03;8;8;9;270;O;
2;1652432747;2022-05-13 11:05;8;8;9;270;O;
2;1652432860;2022-05-13 11:07;9;8;9;270;O;
2;1652432980;2022-05-13 11:09;8;8;9;270;O;
2;1652433095;2022-05-13 11:11;9;8;11;270;O;
2;1652433208;2022-05-13 11:13;9;9;11;270;O;
2;1652433323;2022-05-13 11:15;9;8;11;270;O;
2;1652433440;2022-05-13 11:17;9;9;9;225;SO;
2;1652433598;2022-05-13 11:19;9;8;10;225;SO;
2;1652433713;2022-05-13 11:21;9;8;10;225;SO;
2;1652433827;2022-05-13 11:23;8;8;9;225;SO;
2;1652433941;2022-05-13 11:25;9;9;10;225;SO;
2;1652434057;2022-05-13 11:27;9;9;9;225;SO;
2;1652434170;2022-05-13 11:29;9;8;9;225;SO;
2;1652434284;2022-05-13 11:31;9;8;10;225;SO;
2;1652434399;2022-05-13 11:33;9;8;10;225;SO;
2;1652434564;2022-05-13 11:36;9;8;10;225;SO;
2;1652434677;2022-05-13 11:37;9;8;9;225;SO;
2;1652434792;2022-05-13 11:39;9;8;10;225;SO;
2;1652434906;2022-05-13 11:41;9;8;10;225;SO;
2;1652435019;2022-05-13 11:43;9;8;10;225;SO;
2;1652435323;2022-05-13 11:48;9;9;10;225;SO;
2;1652435515;2022-05-13 11:51;9;8;10;225;SO;
2;1652435631;2022-05-13 11:53;9;8;10;225;SO;
2;1652435745;2022-05-13 11:55;9;8;9;225;SO;
2;1652435860;2022-05-13 11:57;9;8;9;225;SO;
2;1652435974;2022-05-13 11:59;8;8;8;225;SO;
2;1652436088;2022-05-13 12:01;8;7;8;225;SO;
2;1652436216;2022-05-13 12:03;8;7;8;225;SO;
2;1652436332;2022-05-13 12:05;9;8;10;225;SO;
2;1652436447;2022-05-13 12:07;9;8;10;225;SO;
2;1652436562;2022-05-13 12:09;9;8;9;225;SO;
2;1652436674;2022-05-13 12:11;10;9;12;225;SO;
2;1652436837;2022-05-13 12:13;10;9;12;225;SO;
2;1652436952;2022-05-13 12:15;12;9;13;225;SO;
2;1652437065;2022-05-13 12:17;12;10;13;225;SO;
2;1652437179;2022-05-13 12:19;10;10;12;225;SO;
2;1652437292;2022-05-13 12:21;10;10;12;225;SO;
2;1652437406;2022-05-13 12:23;12;12;13;225;SO;
2;1652437521;2022-05-13 12:25;12;12;13;225;SO;
2;1652437633;2022-05-13 12:27;12;10;13;225;SO;
2;1652437797;2022-05-13 12:29;13;10;14;225;SO;
2;1652437912;2022-05-13 12:31;12;10;13;225;SO;
2;1652438025;2022-05-13 12:33;12;12;13;225;SO;
2;1652438139;2022-05-13 12:35;12;12;13;225;SO;
2;1652438253;2022-05-13 12:37;12;12;13;225;SO;
2;1652438365;2022-05-13 12:39;13;10;14;225;SO;
2;1652438483;2022-05-13 12:41;14;12;16;225;SO;
2;1652438598;2022-05-13 12:43;13;12;14;225;SO;
2;1652438762;2022-05-13 12:46;13;12;16;225;SO;
2;1652438878;2022-05-13 12:47;13;12;14;225;SO;
2;1652438993;2022-05-13 12:49;14;13;16;225;SO;
2;1652439106;2022-05-13 12:51;14;12;16;225;SO;
2;1652439222;2022-05-13 12:53;14;13;16;225;SO;
2;1652439492;2022-05-13 12:58;13;12;16;225;SO;
2;1652439607;2022-05-13 13:00;16;13;16;225;SO;
2;1652439722;2022-05-13 13:02;16;14;17;225;SO;
2;1652439836;2022-05-13 13:03;16;14;17;225;SO;
2;1652439950;2022-05-13 13:05;14;13;16;225;SO;
2;1652440064;2022-05-13 13:07;14;12;14;225;SO;
2;1652440195;2022-05-13 13:09;13;12;16;225;SO;
2;1652440308;2022-05-13 13:11;14;12;14;225;SO;
2;1652440422;2022-05-13 13:13;13;12;14;225;SO;
2;1652440553;2022-05-13 13:15;14;12;16;225;SO;
2;1652440683;2022-05-13 13:18;13;13;14;225;SO;
2;1652440795;2022-05-13 13:19;14;12;16;225;SO;
2;1652440911;2022-05-13 13:21;13;12;16;225;SO;
2;1652441026;2022-05-13 13:23;14;13;14;225;SO;
2;1652441138;2022-05-13 13:25;14;13;16;225;SO;
2;1652441253;2022-05-13 13:27;14;13;16;225;SO;
2;1652441371;2022-05-13 13:29;14;12;16;225;SO;
2;1652441486;2022-05-13 13:31;14;13;16;225;SO;
2;1652441599;2022-05-13 13:33;14;13;16;225;SO;
2;1652441752;2022-05-13 13:35;14;12;16;225;SO;
2;1652441867;2022-05-13 13:37;14;13;16;225;SO;
2;1652441981;2022-05-13 13:39;16;14;16;225;SO;
2;1652442096;2022-05-13 13:41;14;13;16;225;SO;
2;1652442224;2022-05-13 13:43;16;14;16;225;SO;
2;1652442339;2022-05-13 13:45;16;14;16;225;SO;
2;1652442452;2022-05-13 13:47;14;14;16;225;SO;
2;1652442572;2022-05-13 13:49;14;13;16;225;SO;
2;1652442685;2022-05-13 13:51;16;14;16;225;SO;
2;1652442801;2022-05-13 13:53;13;12;14;225;SO;
2;1652442918;2022-05-13 13:55;14;13;16;225;SO;
2;1652443083;2022-05-13 13:58;14;13;16;225;SO;
2;1652443199;2022-05-13 13:59;14;13;16;225;SO;
2;1652443329;2022-05-13 14:02;16;14;16;225;SO;
2;1652443442;2022-05-13 14:04;16;14;17;225;SO;
2;1652443562;2022-05-13 14:06;16;14;16;225;SO;
2;1652443689;2022-05-13 14:08;14;13;16;225;SO;
2;1652443802;2022-05-13 14:10;14;13;16;225;SO;
2;1652443917;2022-05-13 14:11;16;13;17;225;SO;
2;1652444030;2022-05-13 14:13;14;13;16;225;SO;
2;1652444145;2022-05-13 14:15;14;13;16;225;SO;
2;1652444258;2022-05-13 14:17;16;14;17;225;SO;
2;1652444373;2022-05-13 14:19;16;14;17;225;SO;
2;1652444518;2022-05-13 14:21;14;13;17;225;SO;
2;1652444631;2022-05-13 14:23;14;13;16;225;SO;
2;1652444744;2022-05-13 14:25;16;14;17;225;SO;
2;1652444859;2022-05-13 14:27;16;13;16;225;SO;
2;1652444971;2022-05-13 14:29;16;14;16;225;SO;
2;1652445085;2022-05-13 14:31;16;14;16;225;SO;
2;1652445204;2022-05-13 14:33;16;16;17;225;SO;
2;1652445317;2022-05-13 14:35;16;13;17;225;SO;
2;1652445484;2022-05-13 14:38;14;14;16;225;SO;
2;1652445598;2022-05-13 14:39;14;13;16;225;SO;
2;1652445712;2022-05-13 14:41;14;13;16;225;SO;
2;1652445827;2022-05-13 14:43;14;12;16;225;SO;
2;1652445941;2022-05-13 14:45;16;14;16;225;SO;
2;1652446059;2022-05-13 14:47;16;14;16;225;SO;
2;1652446173;2022-05-13 14:49;16;14;17;225;SO;
2;1652446288;2022-05-13 14:51;16;14;16;225;SO;
2;1652446402;2022-05-13 14:53;16;14;16;225;SO;
2;1652446523;2022-05-13 14:55;16;14;17;225;SO;
2;1652446638;2022-05-13 14:57;16;14;17;225;SO;
2;1652446820;2022-05-13 15:00;16;14;17;225;SO;
2;1652447036;2022-05-13 15:03;16;14;17;225;SO;
2;1652447150;2022-05-13 15:05;17;16;17;225;SO;
2;1652447266;2022-05-13 15:07;16;14;17;225;SO;
2;1652447378;2022-05-13 15:09;16;13;17;225;SO;
2;1652447491;2022-05-13 15:11;16;14;17;225;SO;
2;1652447608;2022-05-13 15:13;16;14;17;225;SO;
2;1652447721;2022-05-13 15:15;16;14;17;225;SO;
2;1652447835;2022-05-13 15:17;16;13;16;225;SO;
2;1652448000;2022-05-13 15:20;17;16;17;225;SO;
2;1652448112;2022-05-13 15:21;16;14;18;225;SO;
2;1652448227;2022-05-13 15:23;16;14;17;225;SO;
2;1652448342;2022-05-13 15:25;14;13;16;225;SO;
2;1652448459;2022-05-13 15:27;16;14;17;225;SO;
2;1652448574;2022-05-13 15:29;16;14;17;225;SO;
2;1652448687;2022-05-13 15:31;16;13;18;225;SO;
2;1652448800;2022-05-13 15:33;16;16;17;225;SO;
2;1652448914;2022-05-13 15:35;17;16;17;225;SO;
2;1652449078;2022-05-13 15:37;17;17;18;225;SO;
2;1652449192;2022-05-13 15:39;17;16;18;225;SO;
2;1652449306;2022-05-13 15:41;17;16;20;225;SO;
2;1652449421;2022-05-13 15:43;17;17;18;225;SO;
2;1652449534;2022-05-13 15:45;18;17;20;225;SO;
2;1652449652;2022-05-13 15:47;20;17;20;225;SO;
2;1652449766;2022-05-13 15:49;18;17;20;225;SO;
2;1652449881;2022-05-13 15:51;18;17;20;225;SO;
2;1652449995;2022-05-13 15:53;20;17;21;225;SO;
2;1652450160;2022-05-13 15:56;18;17;21;225;SO;
2;1652450275;2022-05-13 15:57;20;18;20;225;SO;
2;1652450390;2022-05-13 15:59;17;16;20;225;SO;
2;1652450504;2022-05-13 16:01;18;16;20;225;SO;
2;1652450621;2022-05-13 16:03;18;18;21;225;SO;
2;1652450734;2022-05-13 16:05;20;18;20;225;SO;
2;1652450850;2022-05-13 16:07;18;17;21;225;SO;
2;1652450965;2022-05-13 16:09;20;18;21;225;SO;
2;1652451080;2022-05-13 16:11;18;17;20;225;SO;
2;1652451237;2022-05-13 16:13;17;14;18;225;SO;
2;1652451353;2022-05-13 16:15;17;14;18;225;SO;
2;1652451467;2022-05-13 16:17;17;14;17;225;SO;
2;1652451584;2022-05-13 16:19;17;16;18;225;SO;
2;1652451696;2022-05-13 16:21;16;13;16;225;SO;
2;1652451811;2022-05-13 16:23;17;14;18;225;SO;
2;1652451926;2022-05-13 16:25;16;14;17;225;SO;
2;1652452041;2022-05-13 16:27;17;16;18;225;SO;
2;1652452195;2022-05-13 16:29;16;14;17;225;SO;
2;1652452310;2022-05-13 16:31;14;13;17;225;SO;
2;1652452423;2022-05-13 16:33;16;14;16;225;SO;
2;1652452538;2022-05-13 16:35;16;14;17;225;SO;
2;1652452653;2022-05-13 16:37;16;16;17;225;SO;
2;1652452779;2022-05-13 16:39;14;13;14;225;SO;
2;1652452894;2022-05-13 16:41;16;16;17;225;SO;
2;1652453009;2022-05-13 16:43;16;13;17;225;SO;
2;1652453123;2022-05-13 16:45;16;14;17;225;SO;
2;1652453238;2022-05-13 16:47;14;13;16;225;SO;
2;1652453403;2022-05-13 16:50;16;14;17;225;SO;
2;1652453516;2022-05-13 16:51;16;14;17;225;SO;
2;1652453632;2022-05-13 16:53;16;16;17;225;SO;
2;1652453746;2022-05-13 16:55;16;16;17;225;SO;
2;1652453862;2022-05-13 16:57;16;14;17;225;SO;
2;1652453977;2022-05-13 16:59;16;14;17;225;SO;
2;1652454094;2022-05-13 17:01;16;14;16;225;SO;
2;1652454225;2022-05-13 17:03;16;14;16;225;SO;
2;1652454337;2022-05-13 17:05;16;13;17;225;SO;
2;1652454466;2022-05-13 17:07;16;14;17;225;SO;
2;1652454585;2022-05-13 17:09;17;16;18;225;SO;
2;1652454700;2022-05-13 17:11;17;14;18;225;SO;
2;1652454813;2022-05-13 17:13;16;14;17;225;SO;
2;1652454928;2022-05-13 17:15;17;16;17;225;SO;
2;1652455043;2022-05-13 17:17;17;14;18;225;SO;
2;1652455158;2022-05-13 17:19;18;17;18;225;SO;
2;1652455322;2022-05-13 17:22;17;16;17;225;SO;
2;1652455436;2022-05-13 17:23;17;16;18;225;SO;
2;1652455551;2022-05-13 17:25;18;17;20;225;SO;
2;1652455663;2022-05-13 17:27;17;16;18;225;SO;
2;1652455780;2022-05-13 17:29;17;16;18;225;SO;
2;1652455894;2022-05-13 17:31;18;16;20;225;SO;
2;1652456007;2022-05-13 17:33;17;16;20;225;SO;
2;1652456119;2022-05-13 17:35;18;17;20;225;SO;
2;1652456278;2022-05-13 17:37;3;3;5;225;SO;
2;1652456391;2022-05-13 17:39;17;17;18;225;SO;
2;1652456505;2022-05-13 17:41;17;17;20;225;SO;
2;1652456620;2022-05-13 17:43;17;16;18;225;SO;
2;1652456890;2022-05-13 17:48;17;16;20;225;SO;
2;1652457005;2022-05-13 17:50;17;16;18;225;SO;
2;1652457149;2022-05-13 17:52;17;16;18;225;SO;
2;1652457354;2022-05-13 17:55;17;16;18;225;SO;
2;1652457474;2022-05-13 17:57;18;17;20;225;SO;
2;1652457588;2022-05-13 17:59;17;16;18;225;SO;
2;1652457702;2022-05-13 18:01;17;16;18;225;SO;
2;1652457819;2022-05-13 18:03;16;14;17;225;SO;
2;1652457932;2022-05-13 18:05;17;14;20;225;SO;
2;1652458047;2022-05-13 18:07;17;16;18;225;SO;
2;1652458159;2022-05-13 18:09;17;16;18;225;SO;
2;1652458316;2022-05-13 18:11;17;14;18;225;SO;
2;1652458432;2022-05-13 18:13;17;16;18;225;SO;
2;1652458547;2022-05-13 18:15;16;16;17;225;SO;
2;1652458661;2022-05-13 18:17;16;14;17;225;SO;
2;1652458932;2022-05-13 18:22;16;13;18;225;SO;
2;1652459046;2022-05-13 18:24;16;14;17;225;SO;
2;1652459162;2022-05-13 18:26;17;16;17;225;SO;
2;1652459276;2022-05-13 18:27;17;16;18;225;SO;
2;1652459393;2022-05-13 18:29;16;14;17;225;SO;
2;1652459662;2022-05-13 18:34;16;14;17;225;SO;
2;1652459878;2022-05-13 18:37;16;14;17;225;SO;
2;1652459992;2022-05-13 18:39;16;14;17;225;SO;
2;1652460105;2022-05-13 18:41;16;16;17;225;SO;
2;1652460220;2022-05-13 18:43;16;14;17;225;SO;
2;1652460334;2022-05-13 18:45;17;16;17;225;SO;
2;1652460449;2022-05-13 18:47;16;14;17;225;SO;
2;1652460563;2022-05-13 18:49;16;14;16;225;SO;
2;1652460676;2022-05-13 18:51;16;14;17;225;SO;
2;1652460842;2022-05-13 18:54;17;14;18;225;SO;
2;1652460956;2022-05-13 18:55;16;16;17;225;SO;
2;1652461226;2022-05-13 19:00;16;14;17;225;SO;
2;1652461440;2022-05-13 19:04;16;14;17;225;SO;
2;1652461554;2022-05-13 19:05;16;16;17;225;SO;
2;1652461668;2022-05-13 19:07;16;14;17;225;SO;
2;1652461938;2022-05-13 19:12;16;14;17;225;SO;
2;1652462053;2022-05-13 19:14;16;14;17;225;SO;
2;1652462166;2022-05-13 19:16;16;16;18;225;SO;
2;1652462281;2022-05-13 19:18;16;13;17;225;SO;
2;1652462398;2022-05-13 19:19;16;14;17;225;SO;
2;1652462511;2022-05-13 19:21;16;14;17;225;SO;
2;1652462625;2022-05-13 19:23;16;14;17;225;SO;
2;1652462739;2022-05-13 19:25;16;14;17;225;SO;
2;1652462853;2022-05-13 19:27;16;16;17;225;SO;
2;1652462969;2022-05-13 19:29;16;14;16;225;SO;
2;1652463082;2022-05-13 19:31;16;14;17;225;SO;
2;1652463196;2022-05-13 19:33;16;16;17;225;SO;
2;1652463363;2022-05-13 19:36;16;14;17;225;SO;
2;1652463477;2022-05-13 19:37;16;13;17;225;SO;
2;1652463590;2022-05-13 19:39;16;14;17;225;SO;
2;1652463710;2022-05-13 19:41;16;16;17;225;SO;
2;1652463823;2022-05-13 19:43;14;14;16;225;SO;
2;1652463940;2022-05-13 19:45;16;13;16;225;SO;
2;1652464213;2022-05-13 19:50;14;13;16;225;SO;
2;1652464328;2022-05-13 19:52;16;14;16;225;SO;
2;1652464442;2022-05-13 19:54;16;16;16;225;SO;
2;1652464557;2022-05-13 19:55;16;14;17;225;SO;
2;1652464672;2022-05-13 19:57;17;16;17;225;SO;
2;1652464785;2022-05-13 19:59;16;16;18;225;SO;
2;1652464930;2022-05-13 20:02;16;14;17;225;SO;
2;1652465057;2022-05-13 20:04;16;14;17;225;SO;
2;1652465171;2022-05-13 20:06;17;16;17;225;SO;
2;1652465286;2022-05-13 20:08;16;14;18;225;SO;
2;1652465399;2022-05-13 20:09;17;16;18;225;SO;
2;1652465512;2022-05-13 20:11;16;14;16;225;SO;
2;1652465627;2022-05-13 20:13;16;14;17;225;SO;
2;1652465741;2022-05-13 20:15;16;14;16;225;SO;
2;1652465853;2022-05-13 20:17;17;16;17;225;SO;
2;1652465970;2022-05-13 20:19;16;13;17;225;SO;
2;1652466083;2022-05-13 20:21;14;13;16;225;SO;
2;1652466196;2022-05-13 20:23;16;14;17;225;SO;
2;1652466361;2022-05-13 20:26;14;14;16;225;SO;
2;1652466475;2022-05-13 20:27;17;16;17;225;SO;
2;1652466589;2022-05-13 20:29;14;13;16;225;SO;
2;1652466703;2022-05-13 20:31;16;13;17;225;SO;
2;1652466816;2022-05-13 20:33;16;14;16;225;SO;
2;1652466931;2022-05-13 20:35;16;14;17;225;SO;
2;1652467045;2022-05-13 20:37;16;16;17;225;SO;
2;1652467160;2022-05-13 20:39;14;13;16;225;SO;
2;1652467326;2022-05-13 20:42;16;14;17;225;SO;
2;1652467439;2022-05-13 20:43;16;16;17;225;SO;
2;1652467555;2022-05-13 20:45;16;16;17;225;SO;
2;1652467670;2022-05-13 20:47;14;13;17;225;SO;
2;1652467785;2022-05-13 20:49;16;14;17;225;SO;
2;1652467898;2022-05-13 20:51;16;14;17;225;SO;
2;1652468013;2022-05-13 20:53;14;13;16;225;SO;
2;1652468131;2022-05-13 20:55;16;14;17;225;SO;
2;1652468247;2022-05-13 20:57;16;14;16;225;SO;
2;1652468361;2022-05-13 20:59;17;16;17;225;SO;
2;1652468476;2022-05-13 21:01;17;14;18;225;SO;
2;1652468642;2022-05-13 21:04;16;14;18;225;SO;
2;1652468758;2022-05-13 21:05;16;14;17;225;SO;
2;1652468871;2022-05-13 21:07;17;14;18;225;SO;
2;1652468986;2022-05-13 21:09;16;14;17;225;SO;
2;1652469098;2022-05-13 21:11;16;16;18;225;SO;
2;1652469213;2022-05-13 21:13;16;14;17;225;SO;
2;1652469345;2022-05-13 21:15;16;13;17;225;SO;
2;1652469458;2022-05-13 21:17;17;14;18;225;SO;
2;1652469573;2022-05-13 21:19;16;14;18;225;SO;
2;1652469687;2022-05-13 21:21;16;13;17;225;SO;
2;1652469800;2022-05-13 21:23;16;16;17;225;SO;
2;1652469918;2022-05-13 21:25;14;13;16;225;SO;
2;1652470081;2022-05-13 21:28;14;13;16;225;SO;
2;1652470196;2022-05-13 21:29;14;13;17;225;SO;
2;1652470311;2022-05-13 21:31;14;13;16;225;SO;
2;1652470425;2022-05-13 21:33;14;12;16;225;SO;
2;1652470541;2022-05-13 21:35;16;14;16;225;SO;
2;1652470661;2022-05-13 21:37;16;14;16;225;SO;
2;1652470775;2022-05-13 21:39;14;13;14;225;SO;
2;1652470891;2022-05-13 21:41;16;14;16;225;SO;
2;1652471008;2022-05-13 21:43;14;13;16;225;SO;
2;1652471120;2022-05-13 21:45;14;13;16;225;SO;
2;1652471236;2022-05-13 21:47;14;13;16;225;SO;
2;1652471398;2022-05-13 21:49;16;14;17;225;SO;
2;1652471516;2022-05-13 21:51;14;13;16;225;SO;
2;1652471632;2022-05-13 21:53;16;14;17;225;SO;
2;1652471746;2022-05-13 21:55;14;14;16;225;SO;
2;1652471862;2022-05-13 21:57;16;14;17;225;SO;
2;1652471977;2022-05-13 21:59;16;14;16;225;SO;
2;1652472091;2022-05-13 22:01;14;13;16;225;SO;
2;1652472218;2022-05-13 22:03;16;14;17;225;SO;
2;1652472332;2022-05-13 22:05;16;14;16;225;SO;
2;1652472445;2022-05-13 22:07;14;13;16;225;SO;
2;1652472560;2022-05-13 22:09;14;13;16;225;SO;
2;1652472673;2022-05-13 22:11;14;13;14;225;SO;
2;1652472837;2022-05-13 22:13;14;12;16;225;SO;
2;1652472951;2022-05-13 22:15;14;13;14;225;SO;
2;1652473065;2022-05-13 22:17;14;13;16;225;SO;
2;1652473180;2022-05-13 22:19;14;13;16;225;SO;
2;1652473295;2022-05-13 22:21;13;12;14;225;SO;
2;1652473426;2022-05-13 22:23;13;13;14;225;SO;
2;1652473540;2022-05-13 22:25;13;12;13;225;SO;
2;1652473653;2022-05-13 22:27;14;13;14;225;SO;
2;1652473766;2022-05-13 22:29;13;12;14;225;SO;
2;1652473881;2022-05-13 22:31;13;13;14;225;SO;
2;1652473994;2022-05-13 22:33;13;12;14;225;SO;
2;1652474158;2022-05-13 22:35;13;12;14;225;SO;
2;1652474272;2022-05-13 22:37;12;12;13;225;SO;
2;1652474386;2022-05-13 22:39;13;12;13;225;SO;
2;1652474502;2022-05-13 22:41;13;12;13;225;SO;
2;1652474771;2022-05-13 22:46;12;12;13;225;SO;
2;1652474885;2022-05-13 22:48;12;10;12;225;SO;
2;1652475001;2022-05-13 22:50;10;10;12;225;SO;
2;1652475117;2022-05-13 22:51;10;9;10;225;SO;
2;1652475231;2022-05-13 22:53;10;9;12;225;SO;
2;1652475345;2022-05-13 22:55;12;12;13;225;SO;
2;1652475773;2022-05-13 23:02;12;10;13;225;SO;
2;1652475957;2022-05-13 23:05;12;10;13;225;SO;
2;1652476076;2022-05-13 23:07;13;12;13;225;SO;
2;1652476189;2022-05-13 23:09;12;12;13;225;SO;
2;1652476301;2022-05-13 23:11;12;12;13;225;SO;
2;1652476418;2022-05-13 23:13;13;13;14;225;SO;
2;1652476532;2022-05-13 23:15;13;12;13;225;SO;
2;1652476662;2022-05-13 23:17;13;12;14;225;SO;
2;1652476778;2022-05-13 23:19;12;10;13;225;SO;
2;1652476893;2022-05-13 23:21;14;13;14;225;SO;
2;1652477009;2022-05-13 23:23;17;16;17;225;SO;
2;1652477122;2022-05-13 23:25;16;14;17;225;SO;
2;1652477234;2022-05-13 23:27;16;14;17;225;SO;
2;1652477399;2022-05-13 23:29;14;12;16;225;SO;
2;1652477515;2022-05-13 23:31;14;13;16;225;SO;
2;1652477628;2022-05-13 23:33;14;13;16;225;SO;
2;1652477743;2022-05-13 23:35;14;14;16;225;SO;
2;1652477859;2022-05-13 23:37;16;14;17;225;SO;
2;1652477975;2022-05-13 23:39;16;14;17;225;SO;
2;1652478091;2022-05-13 23:41;16;16;17;225;SO;
2;1652478205;2022-05-13 23:43;14;13;17;225;SO;
2;1652478322;2022-05-13 23:45;16;14;17;225;SO;
2;1652478436;2022-05-13 23:47;14;13;16;225;SO;
2;1652478601;2022-05-13 23:50;14;13;17;225;SO;
2;1652478717;2022-05-13 23:51;14;13;17;225;SO;
2;1652478831;2022-05-13 23:53;16;14;17;225;SO;
2;1652478944;2022-05-13 23:55;16;14;16;225;SO;
2;1652479059;2022-05-13 23:57;16;14;18;225;SO;
2;1652479174;2022-05-13 23:59;16;14;17;225;SO;
2;1652479289;2022-05-14 00:01;16;16;17;225;SO;
2;1652479402;2022-05-14 00:03;16;16;17;225;SO;
2;1652479513;2022-05-14 00:05;16;16;17;225;SO;
2;1652479678;2022-05-14 00:07;16;14;17;225;SO;
2;1652479792;2022-05-14 00:09;16;16;17;225;SO;
2;1652479906;2022-05-14 00:11;16;14;18;225;SO;
2;1652480021;2022-05-14 00:13;16;14;16;225;SO;
2;1652480135;2022-05-14 00:15;16;14;16;225;SO;
2;1652480247;2022-05-14 00:17;16;14;17;225;SO;
2;1652480364;2022-05-14 00:19;16;13;17;225;SO;
2;1652480480;2022-05-14 00:21;16;14;17;225;SO;
2;1652480633;2022-05-14 00:23;14;12;16;225;SO;
2;1652480750;2022-05-14 00:25;14;12;16;225;SO;
2;1652480863;2022-05-14 00:27;14;13;14;225;SO;
2;1652480978;2022-05-14 00:29;14;14;16;225;SO;
2;1652481091;2022-05-14 00:31;16;14;16;225;SO;
2;1652481206;2022-05-14 00:33;16;16;18;225;SO;
2;1652481324;2022-05-14 00:35;16;14;16;225;SO;
2;1652481437;2022-05-14 00:37;16;13;17;225;SO;
2;1652481602;2022-05-14 00:40;14;12;16;225;SO;
2;1652481718;2022-05-14 00:41;14;13;16;225;SO;
2;1652481831;2022-05-14 00:43;16;14;17;225;SO;
2;1652481944;2022-05-14 00:45;16;13;17;225;SO;
2;1652482060;2022-05-14 00:47;14;13;16;225;SO;
2;1652482174;2022-05-14 00:49;14;13;16;225;SO;
2;1652482291;2022-05-14 00:51;16;13;17;225;SO;
2;1652482405;2022-05-14 00:53;16;13;17;225;SO;
2;1652482522;2022-05-14 00:55;16;16;17;225;SO;
2;1652482637;2022-05-14 00:57;16;14;18;225;SO;
2;1652482802;2022-05-14 01:00;14;13;16;225;SO;
2;1652482917;2022-05-14 01:01;14;13;16;225;SO;
2;1652483032;2022-05-14 01:03;16;12;17;225;SO;
2;1652483145;2022-05-14 01:05;17;16;18;225;SO;
2;1652483258;2022-05-14 01:07;16;14;17;225;SO;
2;1652483390;2022-05-14 01:09;16;14;17;225;SO;
2;1652483504;2022-05-14 01:11;16;16;17;225;SO;
2;1652483620;2022-05-14 01:13;16;14;17;225;SO;
2;1652483733;2022-05-14 01:15;16;14;17;225;SO;
2;1652483846;2022-05-14 01:17;16;14;17;225;SO;
2;1652483972;2022-05-14 01:19;16;14;18;225;SO;
2;1652484085;2022-05-14 01:21;14;12;16;225;SO;
2;1652484199;2022-05-14 01:23;16;16;18;225;SO;
2;1652484355;2022-05-14 01:25;16;14;17;225;SO;
2;1652484479;2022-05-14 01:27;14;13;16;225;SO;
2;1652484594;2022-05-14 01:29;16;14;17;225;SO;
2;1652484708;2022-05-14 01:31;16;13;17;225;SO;
2;1652484825;2022-05-14 01:33;16;14;17;225;SO;
